ResourceCapacity.Hardware.CPU.CoreCount,ResourceCapacity.Hardware.CPU.ClockFrequency,ResourceCapacity.Hardware.CPU.Architecture,ResourceCapacity.Hardware.CPU.CacheSize,ResourceCapacity.Hardware.Memory.TotalCapacity,ResourceCapacity.Hardware.Memory.Type,ResourceCapacity.Hardware.Memory.Bandwidth,ResourceCapacity.Hardware.Storage.Capacity,ResourceCapacity.Hardware.Storage.Type,ResourceCapacity.Hardware.Storage.ReadWriteSpeed,ResourceCapacity.Hardware.Network.UpstreamBW,ResourceCapacity.Hardware.Network.DownstreamBW,ResourceCapacity.Hardware.Network.Latency,ResourceCapacity.OperationalStatus.Uptime24h,ResourceCapacity.OperationalStatus.CoreEligibility,ResourceCapacity.OperationalStatus.ResourceUsage.CPUUtilization,ResourceCapacity.OperationalStatus.ResourceUsage.MemUtilization,OnChainBehavior.TransactionCapability.AvgTPS,OnChainBehavior.TransactionCapability.CrossShardTx.InterNodeVolume,OnChainBehavior.TransactionCapability.CrossShardTx.InterShardVolume,OnChainBehavior.TransactionCapability.ConfirmationDelay,OnChainBehavior.TransactionCapability.ResourcePerTx.CPUPerTx,OnChainBehavior.TransactionCapability.ResourcePerTx.MemPerTx,OnChainBehavior.TransactionCapability.ResourcePerTx.DiskPerTx,OnChainBehavior.TransactionCapability.ResourcePerTx.NetworkPerTx,OnChainBehavior.BlockGeneration.AvgInterval,OnChainBehavior.BlockGeneration.IntervalStdDev,OnChainBehavior.EconomicContribution.FeeContributionRatio,OnChainBehavior.SmartContractUsage.InvocationFrequency,OnChainBehavior.TransactionTypes.NormalTxRatio,OnChainBehavior.TransactionTypes.ContractTxRatio,OnChainBehavior.Consensus.ParticipationRate,OnChainBehavior.Consensus.TotalReward,OnChainBehavior.Consensus.SuccessRate,NetworkTopology.GeoLocation.Timezone,NetworkTopology.GeoLocation.DataCenter,NetworkTopology.GeoLocation.Region,NetworkTopology.Connections.IntraShardConn,NetworkTopology.Connections.InterShardConn,NetworkTopology.Connections.WeightedDegree,NetworkTopology.Connections.ActiveConn,NetworkTopology.Hierarchy.Depth,NetworkTopology.Hierarchy.ConnectionDensity,NetworkTopology.Centrality.IntraShard.Eigenvector,NetworkTopology.Centrality.IntraShard.Closeness,NetworkTopology.Centrality.InterShard.Betweenness,NetworkTopology.Centrality.InterShard.Influence,NetworkTopology.ShardAllocation.Priority,NetworkTopology.ShardAllocation.ShardPreference,NetworkTopology.ShardAllocation.Adaptability,DynamicAttributes.Compute.CPUUsage,DynamicAttributes.Compute.MemUsage,DynamicAttributes.Compute.ResourceFlux,DynamicAttributes.Storage.Available,DynamicAttributes.Storage.Utilization,DynamicAttributes.Network.LatencyFlux,DynamicAttributes.Network.AvgLatency,DynamicAttributes.Network.BandwidthUsage,DynamicAttributes.Transactions.Frequency,DynamicAttributes.Transactions.ProcessingDelay,DynamicAttributes.Transactions.StakeChangeRate,DynamicAttributes.Reputation.Uptime24h,DynamicAttributes.Reputation.ReputationScore,HeterogeneousType.NodeType,HeterogeneousType.FunctionTags,HeterogeneousType.SupportedFuncs.Functions,HeterogeneousType.SupportedFuncs.Priorities,HeterogeneousType.Application.CurrentState,HeterogeneousType.Application.LoadMetrics.TxFrequency,HeterogeneousType.Application.LoadMetrics.StorageOps
3,3.3,ARM,21,30,DDR4,10.0,0.6,NVMe,411,843,16017,184ms,0.942,false,44.4,82.4,119.1,nodeA:147;nodeB:167;nodeC:67;nodeD:224,shard1:225;shard2:88;shard3:333;shard4:141,1441ms,0.29,0.08,0.023,0.01,20s,3.0s,0.13,692,0.6,0.4,0.27,5.2,0.72,UTC+9,Alibaba Cloud,ap-northeast-1,22,6,31.0,22,5,0.93,0.38,0.58,0.4,0.58,4,shard1:0.4;shard2:0.2;shard3:0.4,0.83,88.3,81.0,0.22,0.2,0.53,12.0,132ms,0.74,520,373ms,0.13,0.885,73.4,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,idle,2970,1754
3,2.6,ARM,9,16,DDR4,6.5,0.8,NVMe,375,956,12428,43ms,0.866,false,27.5,79.4,219.0,nodeA:261;nodeB:195;nodeC:207;nodeD:114,shard1:267;shard2:157;shard3:264,1208ms,0.2,0.12,0.029,0.01,30s,4.3s,0.19,4806,0.75,0.25,0.35,9.2,0.9,UTC+9,Alibaba Cloud,ap-northeast-1,17,5,24.5,17,3,0.34,0.5,0.44,0.32,0.4,4,shard1:0.4;shard2:0.3;shard3:0.3,0.91,80.4,54.7,0.09,0.4,0.49,1.1,127ms,0.55,256,383ms,0.11,0.936,64.7,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,idle,1176,535
16,4.0,ARM,96,174,DDR5,126.7,4.0,NVMe,273,2737,5474,175ms,0.983,true,55.0,84.7,1079.5,nodeA:192;nodeB:235;nodeC:227,shard1:90;shard2:132,629ms,0.18,0.06,0.027,0.03,14s,0.9s,0.13,1438,0.42,0.58,0.97,66.7,0.95,UTC-3,AWS,sa-east-1,46,20,76.0,34,4,0.66,0.91,0.62,0.31,0.45,5,shard1:0.3;shard2:0.3;shard3:0.4,0.6,67.4,67.2,0.11,2.7,0.51,10.4,269ms,0.8,965,130ms,0.12,0.985,91.4,validator,"validation,consensus,pos","block_validation,consensus_participation,stake_management",block_validation:1;consensus_participation:1;stake_management:2,maintenance,693,1828
22,4.0,x86,88,255,DDR4,151.3,15.5,NVMe,543,1685,11795,44ms,0.991,true,28.8,31.4,751.6,nodeA:288;nodeB:293;nodeC:178;nodeD:197;nodeE:266,shard1:166;shard2:95;shard3:276;shard4:207,363ms,0.1,0.07,0.009,0.09,30s,5.6s,0.11,3352,0.61,0.39,0.9,18.9,0.82,UTC-5,Google Cloud,us-east-1,71,27,111.5,54,3,0.46,0.56,0.8,0.38,0.74,1,shard1:0.4;shard2:0.2;shard3:0.4,0.52,53.2,84.5,0.35,7.4,0.82,14.1,300ms,0.59,1992,764ms,0.17,0.991,88.2,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,high_load,2704,1846
25,2.0,x86,125,186,DDR4,83.7,12.7,HDD,419,3445,31005,110ms,0.988,true,58.4,28.2,1382.2,nodeA:195;nodeB:235;nodeC:179,shard1:240;shard2:287;shard3:66,1095ms,0.15,0.04,0.038,0.05,27s,2.8s,0.12,2062,0.61,0.39,0.86,21.1,0.89,UTC+9,Alibaba Cloud,ap-northeast-1,48,35,100.5,47,4,0.57,0.87,0.59,0.47,0.65,5,shard1:0.2;shard2:0.6;shard3:0.2,0.72,75.5,57.0,0.16,3.7,0.88,1.3,72ms,0.48,306,782ms,0.14,0.98,81.6,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,active,160,1060
3,2.5,ARM,24,16,DDR5,11.3,1.7,NVMe,244,886,7974,59ms,0.888,false,88.2,32.3,298.6,nodeA:50;nodeB:50;nodeC:202;nodeD:98,shard1:324;shard2:104;shard3:114;shard4:299,607ms,0.17,0.12,0.028,0.1,30s,4.4s,0.39,2746,0.46,0.54,0.46,5.5,0.85,UTC-5,Google Cloud,us-east-1,13,9,26.5,10,3,0.53,0.13,0.53,0.49,0.29,4,shard1:0.4;shard2:0.6,0.66,40.9,42.9,0.09,1.1,0.31,1.6,263ms,0.75,367,430ms,0.23,0.875,72.5,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,active,2909,1316
38,3.8,x86,152,148,DDR5,80.3,16.3,SSD,421,3723,63291,129ms,0.984,true,33.1,39.3,639.4,nodeA:270;nodeB:289;nodeC:151;nodeD:45;nodeE:207,shard1:360;shard2:86,1063ms,0.27,0.1,0.044,0.02,13s,1.2s,0.19,2257,0.62,0.38,0.87,42.9,0.93,UTC+1,Azure,europe-west,21,29,64.5,15,3,0.51,0.13,0.68,0.43,0.28,4,shard1:0.8;shard2:0.2,0.87,40.0,43.4,0.19,6.4,0.36,10.2,42ms,0.84,315,232ms,0.26,0.96,82.1,miner,"mining,consensus,pow","block_mining,pow_computation,block_production",block_mining:1;pow_computation:1;block_production:1,active,504,115
7,4.3,ARM,35,19,DDR4,13.2,0.6,HDD,392,641,1923,66ms,0.923,false,78.4,20.5,104.0,nodeA:204;nodeB:251;nodeC:249;nodeD:223,shard1:67;shard2:195,1263ms,0.07,0.11,0.029,0.03,22s,4.2s,0.38,4674,0.7,0.3,0.31,6.4,0.72,UTC+0,Digital Ocean,europe-central,19,8,31.0,10,3,0.82,0.37,0.45,0.36,0.41,5,shard1:0.5;shard2:0.5,0.71,52.9,45.5,0.4,0.2,0.52,11.7,240ms,0.84,712,673ms,0.08,0.905,69.4,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,idle,2353,1946
8,3.9,ARM,56,134,DDR5,101.8,7.1,SSD,704,1433,7165,43ms,0.981,true,44.9,24.7,693.7,nodeA:277;nodeB:133;nodeC:98;nodeD:45,shard1:251;shard2:278;shard3:354;shard4:344,696ms,0.11,0.05,0.019,0.06,14s,3.9s,0.32,2759,0.72,0.28,0.92,72.1,0.98,UTC-5,Google Cloud,us-east-1,63,32,111.0,50,2,0.78,0.72,0.54,0.33,0.71,3,shard1:0.3;shard2:0.7,0.92,58.2,85.5,0.09,4.7,0.75,12.9,25ms,0.71,1344,441ms,0.03,0.99,85.7,validator,"validation,consensus,pos","block_validation,consensus_participation,stake_management",block_validation:1;consensus_participation:1;stake_management:2,high_load,2413,356
26,3.9,ARM,156,166,DDR5,71.6,7.6,NVMe,564,3858,23148,196ms,0.987,true,53.7,28.9,895.3,nodeA:176;nodeB:250,shard1:61;shard2:219;shard3:157,1370ms,0.1,0.1,0.038,0.03,17s,2.0s,0.23,4818,0.44,0.56,0.83,11.1,0.86,UTC+0,Digital Ocean,europe-central,52,34,103.0,46,2,0.8,0.49,0.67,0.79,0.72,5,shard1:0.3;shard2:0.7,0.57,32.9,78.2,0.12,3.2,0.75,12.9,77ms,0.78,547,685ms,0.28,0.997,94.8,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,idle,156,753
58,2.0,x86,348,467,DDR5,263.1,11.2,HDD,181,2663,21304,164ms,0.995,true,63.3,18.7,592.9,nodeA:135;nodeB:97;nodeC:194;nodeD:221,shard1:120;shard2:94;shard3:245;shard4:316,517ms,0.07,0.11,0.035,0.09,10s,2.7s,0.11,3266,0.49,0.51,0.86,12.5,0.95,UTC+0,Digital Ocean,europe-central,51,29,94.5,42,2,0.42,0.35,0.43,0.47,0.21,2,shard1:0.4;shard2:0.6,0.94,49.8,56.8,0.31,2.4,0.71,6.0,174ms,0.45,1076,332ms,0.25,0.98,92.0,miner,"mining,consensus,pow","block_mining,pow_computation,block_production",block_mining:1;pow_computation:1;block_production:1,high_load,220,1983
3,2.5,x86,9,26,DDR4,14.8,1.7,SSD,261,416,7488,55ms,0.941,false,50.1,78.6,242.5,nodeA:103;nodeB:118;nodeC:135,shard1:259;shard2:57,1356ms,0.28,0.06,0.03,0.1,18s,1.7s,0.35,1292,0.69,0.31,0.48,4.2,0.88,UTC+3,Yandex Cloud,ru-central1,14,9,27.5,11,3,0.81,0.15,0.29,0.4,0.44,3,shard1:0.9;shard2:0.1;shard3:-0.0,0.79,69.8,63.8,0.13,0.4,0.35,11.9,88ms,0.63,1288,530ms,0.22,0.887,81.3,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,maintenance,2112,1020
23,3.7,x86,184,181,DDR5,134.6,6.3,NVMe,162,2358,28296,107ms,0.987,true,85.7,55.0,828.9,nodeA:66;nodeB:148;nodeC:185;nodeD:103;nodeE:83,shard1:108;shard2:280,756ms,0.27,0.12,0.028,0.05,5s,1.3s,0.17,4506,0.56,0.44,0.97,56.5,0.96,UTC+8,AWS,ap-southeast-1,37,21,68.5,32,5,0.87,0.83,0.64,0.4,0.52,1,shard1:0.2;shard2:0.5;shard3:0.3,0.83,88.7,55.1,0.28,1.6,0.6,3.5,299ms,0.39,896,381ms,0.14,0.983,90.6,validator,"validation,consensus,pos","block_validation,consensus_participation,stake_management",block_validation:1;consensus_participation:1;stake_management:2,active,927,1857
18,3.4,ARM,126,102,DDR4,38.9,3.4,HDD,172,2518,27698,130ms,0.986,true,73.8,46.2,901.2,nodeA:253;nodeB:204;nodeC:38,shard1:203;shard2:215,220ms,0.27,0.14,0.005,0.08,5s,0.8s,0.36,4552,0.72,0.28,0.95,29.5,0.95,UTC-3,AWS,sa-east-1,54,25,91.5,41,2,0.69,0.4,0.92,0.47,0.65,2,shard1:0.8;shard2:0.1;shard3:0.1,0.52,39.6,67.5,0.06,2.4,0.7,12.7,172ms,0.52,229,100ms,0.04,0.999,82.9,validator,"validation,consensus,pos","block_validation,consensus_participation,stake_management",block_validation:1;consensus_participation:1;stake_management:2,idle,1264,1301
16,2.8,ARM,80,198,DDR5,80.2,4.9,HDD,179,1447,28940,19ms,0.985,true,64.0,84.1,983.7,nodeA:23;nodeB:78;nodeC:190;nodeD:194,shard1:341;shard2:365;shard3:64,1438ms,0.28,0.15,0.018,0.06,25s,2.9s,0.27,2998,0.77,0.23,0.82,22.1,0.87,UTC-3,AWS,sa-east-1,61,40,121.0,41,3,0.76,0.94,0.5,0.31,0.65,1,shard1:0.3;shard2:0.7,0.85,43.5,65.0,0.2,1.1,0.51,12.3,128ms,0.31,462,756ms,0.09,0.995,85.5,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,idle,2175,1176
7,3.2,x86,56,25,DDR5,18.7,1.2,SSD,543,860,2580,185ms,0.934,false,41.0,65.7,128.9,nodeA:93;nodeB:70;nodeC:284;nodeD:87,shard1:68;shard2:285,1297ms,0.05,0.1,0.02,0.09,26s,1.7s,0.14,355,0.54,0.46,0.29,1.7,0.81,UTC+3,Yandex Cloud,ru-central1,10,3,14.5,7,4,0.76,0.24,0.24,0.45,0.35,3,shard1:0.7;shard2:0.2;shard3:0.1,0.6,49.7,32.3,0.32,0.8,0.85,7.2,32ms,0.82,1903,562ms,0.05,0.884,72.1,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,active,2244,685
2,2.3,x86,16,29,DDR5,19.5,0.5,HDD,439,754,6032,110ms,0.882,false,33.5,34.4,129.8,nodeA:67;nodeB:259;nodeC:69,shard1:208;shard2:400;shard3:379,1103ms,0.22,0.06,0.012,0.02,18s,1.8s,0.21,2709,0.51,0.49,0.57,5.8,0.86,UTC+1,Azure,europe-west,7,6,16.0,7,4,0.65,0.13,0.21,0.46,0.22,4,shard1:0.5;shard2:0.4;shard3:0.1,0.53,57.7,36.6,0.26,0.3,0.8,10.8,202ms,0.5,1724,252ms,0.22,0.917,73.3,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,idle,2007,1212
58,2.8,x86,464,294,DDR5,154.8,4.8,NVMe,606,1962,25506,84ms,0.989,true,79.2,34.8,409.2,nodeA:187;nodeB:273;nodeC:51;nodeD:66;nodeE:131,shard1:347;shard2:375,1676ms,0.08,0.03,0.042,0.08,10s,1.9s,0.12,2574,0.61,0.39,0.86,51.6,0.89,UTC+1,Azure,europe-west,50,22,83.0,27,4,0.44,0.45,0.42,0.49,0.43,3,shard1:0.7;shard2:0.3,0.76,45.4,68.1,0.08,3.6,0.64,7.8,257ms,0.51,249,505ms,0.06,0.996,71.7,miner,"mining,consensus,pow","block_mining,pow_computation,block_production",block_mining:1;pow_computation:1;block_production:1,maintenance,545,1453
44,2.5,ARM,308,290,DDR4,130.5,26.2,NVMe,431,3280,42640,137ms,0.999,true,60.8,57.8,506.3,nodeA:232;nodeB:253;nodeC:237,shard1:142;shard2:282;shard3:310;shard4:267,761ms,0.26,0.03,0.046,0.1,5s,1.1s,0.35,3042,0.44,0.56,0.84,37.4,0.85,UTC+3,Yandex Cloud,ru-central1,60,20,90.0,52,5,0.56,0.32,0.31,0.17,0.26,5,shard1:0.4;shard2:0.2;shard3:0.4,0.68,90.1,79.6,0.1,20.9,0.7,2.9,56ms,0.72,344,788ms,0.27,0.982,94.4,miner,"mining,consensus,pow","block_mining,pow_computation,block_production",block_mining:1;pow_computation:1;block_production:1,idle,656,223
33,3.0,ARM,198,423,DDR5,204.5,31.4,SSD,701,3479,45227,199ms,0.982,true,53.7,63.3,285.3,nodeA:268;nodeB:62;nodeC:84;nodeD:278,shard1:192;shard2:179,1997ms,0.18,0.13,0.039,0.04,13s,0.9s,0.37,824,0.5,0.5,0.89,55.2,0.92,UTC+9,Alibaba Cloud,ap-northeast-1,59,11,75.5,57,4,0.65,0.11,0.43,0.46,0.43,3,shard1:0.6;shard2:0.4,0.7,92.4,76.9,0.15,6.9,0.85,11.5,153ms,0.34,1019,642ms,0.06,0.952,94.8,miner,"mining,consensus,pow","block_mining,pow_computation,block_production",block_mining:1;pow_computation:1;block_production:1,active,2657,105
53,3.8,x86,371,356,DDR5,172.6,8.9,NVMe,361,3486,24402,186ms,0.995,true,80.3,39.0,250.6,nodeA:159;nodeB:191;nodeC:158;nodeD:156;nodeE:70,shard1:385;shard2:349;shard3:250,797ms,0.2,0.13,0.043,0.08,11s,2.7s,0.17,3705,0.69,0.31,0.83,68.1,0.91,UTC+8,AWS,ap-southeast-1,36,13,55.5,19,3,0.6,0.34,0.44,0.48,0.57,2,shard1:0.7;shard2:0.2;shard3:0.1,0.68,75.9,55.8,0.1,6.4,0.31,14.0,249ms,0.55,696,592ms,0.21,0.952,92.9,miner,"mining,consensus,pow","block_mining,pow_computation,block_production",block_mining:1;pow_computation:1;block_production:1,idle,2710,774
2,3.7,ARM,16,10,DDR5,3.1,0.6,SSD,226,801,12816,18ms,0.885,false,70.8,32.6,58.5,nodeA:221;nodeB:111;nodeC:271,shard1:123;shard2:326,1468ms,0.07,0.14,0.035,0.09,18s,4.1s,0.14,1164,0.55,0.45,0.48,8.1,0.83,UTC+1,Azure,europe-west,8,4,14.0,6,4,0.6,0.57,0.52,0.47,0.31,4,shard1:0.3;shard2:0.4;shard3:0.3,0.83,73.4,75.1,0.14,0.4,0.47,1.9,218ms,0.52,173,314ms,0.29,0.876,71.0,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,active,2114,1951
31,2.6,ARM,155,68,DDR4,50.9,4.1,HDD,120,1154,16156,194ms,0.963,true,69.0,78.3,1074.6,nodeA:270;nodeB:219;nodeC:52,shard1:379;shard2:207;shard3:305;shard4:323,1255ms,0.23,0.12,0.027,0.05,17s,3.1s,0.1,4049,0.45,0.55,0.81,10.7,0.95,UTC+9,Alibaba Cloud,ap-northeast-1,55,16,79.0,47,2,0.54,0.87,0.66,0.8,0.7,3,shard1:0.9;shard2:0.1;shard3:-0.0,0.81,41.5,27.6,0.18,1.3,0.72,13.6,203ms,0.62,1862,697ms,0.14,0.984,80.6,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,active,203,1524
3,4.0,x86,21,24,DDR4,12.7,1.5,NVMe,669,252,5040,176ms,0.873,false,25.0,66.5,172.2,nodeA:144;nodeB:40;nodeC:88;nodeD:71;nodeE:212,shard1:58;shard2:299,239ms,0.17,0.14,0.007,0.07,19s,1.0s,0.29,2617,0.73,0.27,0.15,8.4,0.82,UTC-5,Google Cloud,us-east-1,8,3,12.5,7,3,0.34,0.2,0.37,0.43,0.5,4,shard1:0.1;shard2:0.9,0.66,93.4,62.4,0.1,1.1,0.78,11.7,108ms,0.52,297,330ms,0.05,0.892,77.4,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,high_load,2366,387
8,4.0,ARM,40,30,DDR4,10.9,0.7,SSD,397,635,10160,93ms,0.891,false,85.7,57.7,59.4,nodeA:56;nodeB:140,shard1:277;shard2:353;shard3:346;shard4:216,568ms,0.23,0.1,0.009,0.08,24s,3.3s,0.1,2030,0.48,0.52,0.59,6.2,0.9,UTC-8,AWS,us-west-2,19,5,26.5,13,2,0.43,0.5,0.54,0.49,0.39,2,shard1:0.3;shard2:0.4;shard3:0.3,0.58,90.0,28.5,0.18,0.2,0.45,9.6,252ms,0.33,1566,103ms,0.28,0.868,79.6,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,idle,2086,1104
31,3.0,ARM,93,160,DDR5,119.3,3.0,NVMe,719,2984,8952,35ms,0.993,true,30.1,80.0,955.0,nodeA:22;nodeB:233;nodeC:42,shard1:290;shard2:308,993ms,0.14,0.08,0.014,0.04,23s,2.3s,0.14,4758,0.42,0.58,0.73,14.3,0.93,UTC+1,Azure,europe-west,78,25,115.5,53,4,0.69,0.83,0.81,0.67,0.47,5,shard1:0.4;shard2:0.6,0.91,35.6,80.7,0.22,2.4,0.65,12.7,162ms,0.31,926,302ms,0.08,0.988,84.0,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,maintenance,2523,1987
2,3.4,x86,4,30,DDR4,20.0,1.9,HDD,255,467,5137,100ms,0.874,false,89.9,16.1,217.3,nodeA:124;nodeB:90,shard1:172;shard2:326;shard3:108,531ms,0.23,0.13,0.039,0.01,29s,4.8s,0.14,3420,0.47,0.53,0.54,7.1,0.83,UTC+8,AWS,ap-southeast-1,25,3,29.5,18,4,0.65,0.25,0.58,0.38,0.45,5,shard1:0.7;shard2:0.2;shard3:0.1,0.88,81.2,30.3,0.36,1.2,0.33,14.2,206ms,0.88,277,442ms,0.12,0.912,69.1,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,high_load,817,1377
5,2.7,ARM,10,19,DDR5,9.0,1.2,HDD,659,949,4745,52ms,0.897,false,57.2,72.8,274.9,nodeA:254;nodeB:175;nodeC:87;nodeD:176;nodeE:107,shard1:166;shard2:297;shard3:240,1125ms,0.21,0.12,0.048,0.08,17s,1.7s,0.37,815,0.43,0.57,0.55,9.6,0.76,UTC-5,Google Cloud,us-east-1,10,6,19.0,5,3,0.62,0.54,0.46,0.35,0.32,5,shard1:0.7;shard2:0.1;shard3:0.2,0.95,60.8,52.3,0.31,0.3,0.41,1.3,138ms,0.84,1114,710ms,0.11,0.908,76.4,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,idle,1436,1045
34,2.5,x86,102,490,DDR5,316.8,22.7,SSD,277,2160,19440,15ms,0.982,true,89.6,55.2,464.5,nodeA:132;nodeB:248;nodeC:202;nodeD:67;nodeE:187,shard1:361;shard2:378,1257ms,0.1,0.09,0.007,0.04,10s,0.9s,0.23,1431,0.61,0.39,0.82,74.8,0.85,UTC+1,Azure,europe-west,49,20,79.0,28,2,0.93,0.37,0.45,0.36,0.32,3,shard1:0.6;shard2:0.4,0.97,79.0,89.6,0.28,15.4,0.74,13.9,193ms,0.75,1548,540ms,0.27,0.957,83.8,miner,"mining,consensus,pow","block_mining,pow_computation,block_production",block_mining:1;pow_computation:1;block_production:1,active,1361,100
5,3.7,ARM,10,24,DDR4,11.9,1.2,NVMe,737,719,12942,180ms,0.944,false,83.6,40.3,87.0,nodeA:272;nodeB:257;nodeC:134;nodeD:33,shard1:128;shard2:184,1075ms,0.14,0.07,0.018,0.04,29s,7.8s,0.13,3739,0.7,0.3,0.31,1.7,0.79,UTC+3,Yandex Cloud,ru-central1,18,4,24.0,18,2,0.39,0.25,0.69,0.31,0.33,5,shard1:0.9;shard2:0.0;shard3:0.1,0.86,35.7,51.6,0.37,0.5,0.63,10.9,90ms,0.43,1754,440ms,0.09,0.899,80.6,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,high_load,1336,1759
5,4.3,x86,35,15,DDR4,4.7,1.6,HDD,624,168,2184,127ms,0.908,false,59.6,75.8,207.0,nodeA:210;nodeB:268;nodeC:230;nodeD:194,shard1:102;shard2:161,1174ms,0.29,0.13,0.022,0.08,15s,3.9s,0.15,579,0.46,0.54,0.33,3.6,0.84,UTC+8,AWS,ap-southeast-1,13,7,23.5,12,4,0.33,0.25,0.52,0.13,0.28,2,shard1:0.5;shard2:0.5,0.87,68.9,35.9,0.16,0.6,0.81,12.2,158ms,0.75,1459,421ms,0.04,0.908,80.6,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,active,152,330
12,4.3,x86,60,153,DDR4,69.7,7.1,SSD,572,3447,62046,139ms,0.987,true,43.9,64.7,528.8,nodeA:278;nodeB:54;nodeC:70,shard1:57;shard2:320;shard3:161;shard4:148,442ms,0.11,0.13,0.011,0.03,19s,1.9s,0.39,3580,0.68,0.32,0.86,23.5,0.81,UTC+3,Yandex Cloud,ru-central1,32,21,63.5,19,2,0.82,0.68,0.53,0.37,0.5,1,shard1:0.2;shard2:0.6;shard3:0.2,0.64,30.7,31.3,0.09,4.0,0.65,3.8,199ms,0.32,348,334ms,0.29,0.987,82.9,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,maintenance,2150,1649
6,2.5,ARM,42,11,DDR5,4.3,1.0,HDD,508,534,4272,131ms,0.901,false,48.5,68.3,128.6,nodeA:121;nodeB:193;nodeC:122;nodeD:226,shard1:169;shard2:267,1154ms,0.08,0.04,0.039,0.07,16s,1.1s,0.25,3252,0.51,0.49,0.4,9.8,0.76,UTC-3,AWS,sa-east-1,12,10,27.0,9,4,0.94,0.31,0.63,0.46,0.52,3,shard1:0.3;shard2:0.5;shard3:0.2,0.59,94.9,57.0,0.09,0.5,0.7,2.2,93ms,0.56,1473,654ms,0.29,0.924,82.3,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,maintenance,791,182
12,2.7,ARM,96,90,DDR5,31.9,22.0,HDD,909,972,5832,25ms,0.853,false,71.6,73.1,349.1,nodeA:296;nodeB:260;nodeC:263;nodeD:100;nodeE:279,shard1:250;shard2:184,254ms,0.29,0.07,0.036,0.02,18s,4.3s,0.3,4359,0.71,0.29,0.5,6.7,0.74,UTC-3,AWS,sa-east-1,47,13,66.5,40,4,0.83,0.37,0.21,0.41,0.6,1,shard1:0.6;shard2:0.2;shard3:0.2,0.68,50.4,49.5,0.21,4.8,0.63,13.0,175ms,0.88,386,553ms,0.13,0.881,69.7,storage,"storage,data_service,archive","data_storage,archive_service,data_retrieval",data_storage:1;archive_service:2;data_retrieval:2,active,548,1215
24,4.1,x86,96,507,DDR5,300.1,25.4,NVMe,469,3058,15290,86ms,0.988,true,89.4,43.8,233.9,nodeA:135;nodeB:67;nodeC:68;nodeD:192;nodeE:159,shard1:340;shard2:321,1000ms,0.11,0.1,0.032,0.09,6s,1.6s,0.13,1490,0.41,0.59,0.85,69.8,0.9,UTC+3,Yandex Cloud,ru-central1,37,10,52.0,33,2,0.94,0.29,0.4,0.33,0.52,1,shard1:0.4;shard2:0.2;shard3:0.4,0.83,43.4,57.3,0.33,15.3,0.4,5.2,243ms,0.43,1351,127ms,0.25,0.976,77.2,miner,"mining,consensus,pow","block_mining,pow_computation,block_production",block_mining:1;pow_computation:1;block_production:1,maintenance,294,658
