node_id,f_graph_000,f_graph_001,f_graph_002,f_graph_003,f_graph_004,f_graph_005,f_graph_006,f_graph_007,f_graph_008,f_graph_009,f_graph_010,f_graph_011,f_graph_012,f_graph_013,f_graph_014,f_graph_015,f_graph_016,f_graph_017,f_graph_018,f_graph_019,f_graph_020,f_graph_021,f_graph_022,f_graph_023,f_graph_024,f_graph_025,f_graph_026,f_graph_027,f_graph_028,f_graph_029,f_graph_030,f_graph_031,f_graph_032,f_graph_033,f_graph_034,f_graph_035,f_graph_036,f_graph_037,f_graph_038,f_graph_039,f_graph_040,f_graph_041,f_graph_042,f_graph_043,f_graph_044,f_graph_045,f_graph_046,f_graph_047,f_graph_048,f_graph_049,f_graph_050,f_graph_051,f_graph_052,f_graph_053,f_graph_054,f_graph_055,f_graph_056,f_graph_057,f_graph_058,f_graph_059,f_graph_060,f_graph_061,f_graph_062,f_graph_063,f_graph_064,f_graph_065,f_graph_066,f_graph_067,f_graph_068,f_graph_069,f_graph_070,f_graph_071,f_graph_072,f_graph_073,f_graph_074,f_graph_075,f_graph_076,f_graph_077,f_graph_078,f_graph_079,f_graph_080,f_graph_081,f_graph_082,f_graph_083,f_graph_084,f_graph_085,f_graph_086,f_graph_087,f_graph_088,f_graph_089,f_graph_090,f_graph_091,f_graph_092,f_graph_093,f_graph_094,f_graph_095
103,464.932343,-1518.009521,-736.165710,-1101.609131,-901.929260,-531.955444,-323.251373,-1489.485962,-813.407837,629.704590,765.378784,-1005.020447,-30.477121,-615.580627,510.869354,1204.734741,1307.358887,-993.071045,-550.859375,-1563.240723,-549.336060,-374.022430,859.145325,-1080.656494,-216.402130,882.946777,-333.979095,204.729706,-368.041351,539.094421,196.866425,414.811890,607.488953,258.794495,-293.174225,-410.503967,-7.585632,292.777832,-107.309624,1007.151672,-652.469727,-697.049866,686.304504,-1015.935425,186.904266,-187.714142,-38.598953,263.903473,712.406860,217.537231,-734.744385,-436.325165,1790.968506,-787.377625,-833.389587,40.396118,1202.242310,-593.659973,-1063.242310,1232.821533,521.114258,-1750.377197,-100.115242,612.672424,-187.233368,-1073.305420,-470.044250,-74.037148,54.084465,722.465637,1294.015747,-1381.356812,-1373.317627,190.058975,-277.594360,-116.018265,252.469208,781.961792,-567.052795,-1384.944336,-1454.415771,406.705078,-523.133606,493.088470,505.764587,-69.743988,1574.698242,-1719.907593,476.122986,545.586609,-1041.186401,646.978699,1357.586182,686.861328,867.010986,502.992920
104,1851.852051,-3809.984375,-2405.161133,-2050.994385,-2567.610596,-491.763428,-4703.255371,-164.229767,-67.270569,3522.065430,4526.121094,-1869.989868,-38.917053,-709.220154,962.661743,371.881348,1789.943604,-4313.336914,-992.743225,-3391.357178,-622.183411,-51.909668,96.241302,1811.359131,1770.068848,-251.382080,3444.538818,10.395752,2043.489258,546.544128,-1468.160767,717.459106,219.354370,-610.663696,-1771.180908,-1742.658691,-504.734344,504.713562,1021.632202,1222.344727,-1374.707886,130.764893,-457.764130,-229.228088,1441.894409,411.397675,-945.065186,-1371.792236,253.038055,-403.645752,-2219.164062,-1350.128784,2741.361572,748.072205,-1870.878052,-1685.235840,3180.930664,-1363.260132,-605.915344,4161.884766,-1882.833130,-3253.438232,-386.758698,965.796631,700.948975,-217.206696,630.990112,285.894745,-262.925964,3181.110840,1802.805908,-989.402771,-2185.543457,1162.967529,245.022064,-1426.859131,-1850.316406,1884.631592,1475.180176,-701.793213,-384.691071,-2463.287842,-1568.576172,4063.488281,-1319.081177,1133.752319,-256.704651,-1841.428223,2398.693604,2429.270508,-2144.965332,1254.066406,3695.343750,1956.426880,2546.760254,470.271851
105,2.615417,907.777954,1613.205322,-2506.437988,-3171.877930,-1091.450562,153.694550,-1463.259888,-313.291504,1848.210693,-1176.396240,-1049.467285,2856.319580,-2149.585205,1319.001221,1885.221680,-900.003357,275.282593,1368.354736,-1861.483398,-1086.199585,-514.642700,299.365112,-1193.582275,-642.661865,167.228394,-3538.431396,-51.735718,-2092.948242,-544.443359,1157.008545,558.878174,905.493713,2423.620361,-2871.460449,505.257385,-3241.377930,-394.325989,-2009.145752,611.952393,1465.804443,-2763.419189,-603.680298,2651.766602,-52.371094,-299.387695,2141.296875,1912.185425,-303.945892,-385.104858,1417.190430,1092.657227,2320.813965,-2428.456299,1774.358276,1240.677124,2313.509277,-3103.839600,-878.437622,-745.208862,-3458.249512,-990.576416,-988.584595,-1.195862,-889.213501,-668.728455,2192.821777,1757.207642,2173.188477,363.880798,1982.842529,-1297.037231,695.945374,2382.095215,18.700989,-604.721924,-2208.027588,-790.250854,-1830.403320,-2817.208984,2044.495483,1701.522461,-464.992004,-1059.511963,2119.337646,-1720.476807,-1757.393799,-699.876709,1631.582764,-1211.199219,-33.966919,3378.450684,1512.097900,-298.470825,838.822266,-1338.965454
106,801.550232,-565.773376,-223.592514,-943.697876,-921.227112,-619.828613,-1507.012817,155.068878,-663.487183,534.621399,1010.063904,-1640.654907,628.685425,-829.913818,1213.281494,877.892395,301.872803,-1312.603149,-225.594009,-1535.918579,60.335148,-261.751343,509.012787,-70.302986,-136.318329,360.134552,688.743774,-661.317261,344.589264,57.832722,963.724976,236.483627,298.479462,142.255905,-51.674164,-862.061279,-890.452942,518.311768,504.193451,217.195831,-316.621521,-851.952332,628.629883,-861.861084,550.297668,-740.046570,-692.881653,-77.371735,432.485474,350.602997,-472.609497,-398.124603,1686.863892,-583.347351,-674.402588,-419.900909,1523.429443,-336.134949,-1026.330078,197.572037,66.796669,-2581.848389,30.648859,575.473877,-769.720032,-1080.007812,-277.225006,655.490662,-246.263062,239.420410,924.269714,-1620.777466,-1482.407471,14.092560,346.128510,-524.991333,-238.103973,895.539062,-418.271240,-1846.026245,-902.934631,260.041687,242.079224,792.200500,-154.198380,-195.043594,707.569275,-1833.178101,1523.709473,-210.802917,-659.716431,-136.392944,1214.242065,1400.851929,854.675720,-213.912964
107,3891.647949,-4409.793945,-2352.594971,-1085.755859,-2354.103516,2307.343750,-3926.164062,490.169067,-1265.107910,5399.397461,5225.793457,-3353.441406,-12.204529,-1283.146484,-784.074158,2426.485107,2952.078125,-3315.887695,-480.623047,-3493.834229,-28.009216,1770.613525,-962.335022,2091.471680,2027.175293,1247.331543,4903.320801,233.229492,1905.591553,467.882355,-2109.565918,483.111267,709.396851,427.216644,-2750.451660,-2436.209961,563.101562,661.615906,2574.266113,-3378.941895,-356.321655,-103.950867,-2787.515869,-1326.549072,3821.451660,1878.387451,-1604.388184,-1641.468994,2570.064697,-701.597290,-540.514038,-753.427612,2182.981445,739.722229,-2956.142090,-641.962524,3438.979004,457.363647,-697.669128,5330.696289,-1639.990234,-6436.563477,2819.102539,203.060455,1174.235596,3023.546631,-1698.675049,4200.145508,-335.649048,2142.981445,2892.886963,-2598.633545,-2873.065918,1156.063354,1295.932617,-3488.488281,-4734.879883,513.786987,1670.322510,-5067.981934,-389.938904,-1662.963989,-1796.461304,3440.215088,-1018.187988,458.052063,512.220642,-1221.007080,2733.753906,1723.820068,345.489624,1199.164795,4836.566406,3518.732910,6058.363770,1428.368652
108,1733.068604,-906.107727,-2272.055664,-3035.664795,-1763.984131,-437.435760,-2469.995361,-215.069656,-1663.586548,1821.328247,2274.026855,-1548.621338,616.641296,-748.413330,1798.024536,-541.807190,1840.978149,-2121.467285,310.001007,-1821.505249,-987.762390,1427.444214,1308.669434,-576.363892,-1980.253296,871.464539,1514.396362,693.624023,178.637558,-631.451416,-900.811462,54.155689,1095.934814,757.743164,-2592.550049,-1519.090942,-765.397095,1978.457031,593.444641,-115.420815,493.256744,-3562.043457,165.451080,-1716.117432,1068.632324,-854.542419,-911.286133,-442.901398,1273.390625,-94.659218,-236.836411,-297.740570,2952.802979,-2455.045166,-1006.924927,-72.661095,3514.345459,-733.649780,-3259.117920,2606.537842,31.645647,-2893.174805,316.026001,1621.637817,579.322205,-215.839630,-1256.344849,1371.131348,1637.516968,1334.791992,1414.888550,-3812.523926,-745.004822,663.096130,-567.424316,-783.625916,-226.815140,244.351746,-1438.381714,-5126.241211,-2063.687744,-810.652588,-97.021820,1132.924927,373.454620,649.295654,1365.057983,-3537.798828,691.856201,18.745222,-1677.473389,1438.750244,3253.715332,3032.682861,2052.419922,999.920532
109,7625.630859,-2401.751953,8387.953125,-1280.717896,-7708.150391,204.348694,-731.735596,40.969116,-666.360718,-2545.106445,4342.443359,1774.527222,56.423828,-3630.416016,2341.861084,-2671.363770,-1167.632080,-2637.621338,-2174.086426,2713.901855,-1841.477295,-358.651123,399.788574,262.716797,-1891.182251,-4112.757812,4566.712891,-1945.384155,6054.001465,-2086.753662,-6103.747559,4553.146973,2893.756348,2082.963135,5832.017090,-7161.988281,3579.697754,890.629822,337.383057,-8608.542969,10045.918945,-3257.573730,2052.130127,1437.033936,4957.268555,3687.956787,3866.436279,-2084.464111,2009.221069,2577.787842,-4988.092285,4516.414062,6416.798828,-6487.781250,-297.948242,-5200.272461,1953.772339,-1326.415039,-1179.189087,4799.977539,-2707.475098,-9548.698242,5273.872559,282.710938,279.140869,-4393.705078,-5723.364746,-1691.831055,6612.933594,-4265.354004,6844.004883,1197.078125,-6466.541016,-4168.365723,6150.448242,-6733.833496,4733.813477,-4608.254395,-8466.343750,-9607.094727,4854.633789,1223.768311,-1173.888184,-2231.229004,3743.153320,5105.350098,-655.604431,-7385.851562,4750.323242,4287.365723,2872.730225,1804.772949,2986.495605,5737.716309,9120.025391,4740.694336
110,5375.986328,-3916.399658,-1308.645630,-4246.753418,1306.122925,2009.696533,-4535.708496,-3277.157227,-3507.031494,-1118.936646,1206.945557,-875.733276,770.043579,1798.866089,1466.948608,1048.342163,2097.638916,-2345.615234,-234.868546,-1699.531616,-1803.687012,2612.719727,1875.343506,1615.935303,-3711.693848,1770.889160,2671.180420,58.520607,133.314590,-2873.146240,-191.029770,1561.304932,1863.080933,-608.742249,-3208.612305,-1233.011719,-355.900543,1899.930786,1272.292236,-618.776306,2133.567383,-3227.513916,-27.577545,-5615.116699,1406.167236,659.688599,2185.686523,-2354.068848,2179.837402,-646.430115,823.502319,-2339.751953,2952.343018,-2926.958008,-3119.918213,-1255.953491,5501.942871,436.871368,-2314.998291,2717.622803,-1732.625854,-4299.489258,6718.517090,-420.149536,-3110.493652,1304.184570,-1867.338013,1430.788208,696.156189,2545.369629,440.672119,-4812.765137,-2829.572998,1167.064697,-1462.635254,-3046.808350,-146.005386,1865.667114,-3249.116455,-8629.336914,748.291870,-191.258286,-744.107239,855.475037,92.382339,2305.273682,4248.772949,-3972.923828,1459.047729,12.678017,-376.473938,2410.560059,7329.874023,1846.477661,3640.831787,2627.905762
111,12035.078125,-4612.123535,5220.610352,-5712.443848,72.972656,4953.470215,-913.992065,-939.759888,-2383.864258,-4941.052246,3945.708984,-1095.767822,1058.045654,-3463.485596,110.963257,-2455.185547,-2685.368164,-5692.235352,-1770.319214,1192.348633,-2182.082520,-1905.957520,-4058.493896,-418.043579,-518.350342,303.002380,4863.375000,-2882.103760,2967.465332,-6000.322266,-4031.713379,4208.105957,3765.543701,3945.673340,-550.637207,-6647.690430,138.315674,4910.100586,129.561890,-8071.530273,8391.277344,-4462.550781,3663.354492,-881.562500,572.939514,5289.678223,2162.110840,-1776.125244,4975.527344,-2005.711426,-1008.182251,-1366.359131,4757.479492,-7593.755371,-701.672852,-4033.222168,4427.707031,-3775.582520,-3770.612793,7306.035156,-4291.537598,-9746.283203,4172.463867,4997.763672,-4329.763184,-851.857666,-3854.495605,-1892.076172,3611.524414,1219.915039,7134.444824,-987.008789,-6300.836426,-2030.427368,2659.041504,-7167.916992,4008.324219,-2666.315918,-7281.117188,-7631.941406,2167.694092,-3412.609131,-4457.038086,1450.491455,9713.201172,9484.589844,536.990173,-5241.810547,3270.080078,1730.226440,2045.582764,1836.343262,4205.389160,6352.107910,10088.873047,8532.583984
112,102.703125,190.108704,1942.812500,-1622.313721,-2682.203857,-488.099091,583.482239,-1242.995117,524.373840,1021.085144,155.830811,-301.140350,2422.368896,-1640.763916,542.833557,1044.361572,-903.974182,-64.927246,-18.446564,-3673.523193,-730.605713,-54.604553,1537.622070,-1369.709961,-757.911804,913.183044,-2314.771240,-1156.267944,-1806.287842,699.755920,219.727539,-107.238892,1074.864990,1666.865967,-1310.453369,472.087524,-3269.124756,89.224152,-114.754089,2231.452393,841.987183,-2533.401855,-283.950195,3218.754395,-158.364990,-301.234619,1035.500122,1241.133423,499.129333,-746.253113,931.762817,185.915100,2102.516357,-802.048340,2400.782471,1531.827759,463.051880,-2495.158203,-705.755371,-26.831573,-3879.863770,-1843.497559,-1419.275146,740.082397,-404.145050,-94.605164,1109.453247,1086.436768,1327.925293,1137.125610,3359.609619,303.427246,525.037354,1779.020508,426.546051,217.210632,-2064.012451,206.590454,396.946899,-1832.201050,2004.950684,604.636719,-477.390991,-642.634521,199.597961,-2153.525635,-1349.097168,-590.939941,1575.151367,-576.289490,210.091614,2288.853027,1780.451660,-246.768188,487.436493,-1422.346436
113,1647.571655,-3447.277344,-2279.291504,-870.940430,-2586.401367,111.637665,-3677.107910,-122.440948,-218.392029,3555.815430,4161.897461,-3234.605225,859.309692,-561.985229,283.823425,1816.404297,1511.383179,-2595.881836,-477.366760,-2375.759766,435.255463,-241.744629,711.792969,472.204529,1251.702393,1206.029053,3199.053223,268.090271,2973.831299,-598.184448,-1086.389282,1008.978638,113.023376,-573.897949,-2855.682617,-1750.563965,488.325714,1319.224854,2162.707031,-1360.333374,-647.625977,-179.917969,-1033.205933,-913.896790,2203.716797,614.362793,-571.853027,-1434.919678,1082.234985,-518.188904,-1801.724487,-785.671875,2092.663818,1594.851807,-2433.365967,-652.854797,2937.184082,413.026001,-455.971375,2260.047852,-1808.235962,-3359.371094,1614.192871,1397.780762,2011.664673,1851.619141,-871.816650,1697.789917,331.818207,2104.998291,1306.826172,-1038.504150,-2791.134033,-79.474365,1121.069336,-1521.673584,-2878.261963,402.928070,2103.523193,-2412.831055,-1291.305176,-1781.832886,-987.405396,2409.133789,-1257.274170,1212.553101,365.288269,-494.193542,2392.089111,2565.620117,-22.320618,1705.974121,3143.459229,2142.830566,3781.527344,857.627319
114,2323.659424,-551.102417,297.135986,-660.706177,-376.534546,787.874084,93.186180,-540.851929,-856.914917,-476.552338,412.028412,-367.830566,503.229858,287.861938,609.052795,-502.542603,-327.727875,-883.041748,-170.002396,-1202.125366,-415.089020,519.071899,-276.898682,254.413177,-473.678558,571.937927,1075.592407,-190.047287,118.475479,-727.644897,-618.372681,859.353027,159.418549,718.527527,-469.867126,-900.794678,66.091553,810.178223,1150.618652,-1475.218750,945.642639,-1149.434814,-613.641235,-879.614441,1164.237427,597.468933,103.592293,648.404297,937.283813,421.022980,150.012177,-387.875702,287.627747,-1744.646973,-254.996658,88.618713,1333.238525,-547.770935,-1346.133179,819.519531,-220.562500,-1881.370605,2683.716064,166.747406,-165.903000,395.532654,-203.498520,666.430176,78.182755,-552.037659,580.126770,-1822.832275,-1002.775879,-741.445557,807.624390,-1142.170898,-625.484375,-1460.931641,-1302.271362,-3337.200684,-41.709301,264.383942,442.511566,-176.261963,87.222710,3.165581,509.811218,-2599.453613,1758.992065,-264.363586,514.947693,570.497925,1295.796265,1801.470703,981.307861,692.524719
115,2447.839844,-5701.154785,-2723.119141,-1647.976807,-1804.657837,641.475952,-4855.304199,565.461182,-1935.057617,4340.284668,5427.794922,-2995.539062,525.247681,-788.158569,-609.772644,402.788879,2362.564453,-2844.782715,-1127.278076,-5364.414551,-2374.838623,1295.407471,936.145569,3924.962402,1666.860352,661.077698,4228.391602,18.550720,4146.611816,1155.496460,-2770.850586,457.618988,-261.016602,46.531181,-1576.023193,-2940.177734,228.311859,73.350769,2009.718384,-2852.785889,-404.532654,-780.494141,-2404.936768,-475.090881,1862.508545,1472.130859,-2614.627930,-640.195618,1723.925415,-184.510941,-329.234161,-585.590759,2479.065918,627.635498,-1161.482544,-261.358826,3539.849609,386.888184,-1253.317383,4931.421875,-2246.706543,-4200.083984,1431.238647,224.503204,1129.138916,1191.187012,-2000.188965,2383.774902,1015.112305,1785.070679,2222.199219,-3580.322754,-2037.640747,875.100708,862.970642,-2978.193848,-2933.800293,1143.960327,279.516724,-2770.823730,-1818.369385,-3147.415039,-1459.285400,3479.999512,-1865.113647,713.451233,-461.729431,-1979.965088,1909.230347,2449.627441,141.778809,1343.566406,4270.976562,3010.627441,4301.685059,1099.559937
116,72.038818,-553.448364,2464.269775,-4145.405762,-2624.143555,-536.384338,450.445648,-1951.693237,552.364746,1517.094727,-357.571838,-2520.216064,2353.060303,-985.559448,3847.395020,1649.304443,-356.639496,765.628662,-593.075928,-1694.608154,334.356049,-1018.086548,306.784546,-2900.525146,-207.254272,1471.186768,-2861.436768,427.568176,-2960.274414,-1143.241089,1650.135742,839.136230,406.214600,2832.708008,-2738.224121,1259.771606,-2941.662842,1546.284302,250.804230,498.476562,116.755920,-1960.938232,-947.642090,3307.813232,221.809570,-572.087891,2670.075684,2367.402832,-692.964478,539.450928,642.490356,1358.159424,2461.550537,-3472.346680,2416.271729,2083.245605,1668.862427,-3967.389404,-480.433960,926.909546,-2317.460938,-2561.625000,-489.049927,1322.822754,-276.739136,-1647.621582,2662.054688,2516.505371,1593.074463,799.127014,1303.806274,-865.295288,-1202.109497,1284.239136,836.149658,1577.047241,-1541.079468,-1338.644409,-625.770081,-2051.052490,2151.134766,2198.350830,-1824.513672,-1613.855103,875.525879,-717.415222,-1079.819824,147.682617,1082.390625,-48.473694,1550.421143,3509.478516,1185.918701,13.276245,505.249481,-1427.692627
117,1268.819580,-3814.922852,-3249.227539,-3362.673096,-2398.262207,1102.038696,-4582.783203,-2119.032471,751.612366,4150.357422,5329.532227,-2758.530273,-603.472046,-342.946655,516.754211,1386.579102,2637.840576,-1666.288086,383.436218,-731.875000,560.538086,-977.036560,-766.334839,343.154938,2170.853516,1303.562988,3599.042725,902.894653,2874.903809,-315.458496,-371.274445,469.049408,968.038574,4.664612,-2265.821045,250.894226,-739.003784,45.679321,1389.312256,-733.541382,-1576.788818,1233.260132,-677.719177,-376.157166,1215.031372,999.969543,723.204834,-2714.415039,1378.142334,-1368.163208,-1431.859619,-746.148926,1048.894409,331.993469,-2283.855957,-786.224426,2864.894531,187.687744,-2307.718262,3928.182617,-2874.687256,-2844.532959,384.538269,465.800873,950.075073,882.959534,624.981812,2441.958008,-320.535858,1452.701172,723.066101,-1812.904541,-2580.056152,1769.937012,439.841370,-1479.304565,-3128.615234,951.824768,1543.359131,-1319.148926,-931.364868,-3224.208496,-2137.564209,2843.652588,-713.535217,374.676819,-31.670715,-58.809082,1264.077271,608.128357,-723.401306,198.089722,3110.158936,1276.076538,2866.664062,493.107117
118,166.704041,-1878.032837,-2824.401367,-1461.715820,-1931.572144,-255.527252,-2900.390381,-1085.732666,892.215393,2974.956543,2758.976074,-3169.213379,-728.027405,393.717590,77.765442,2583.778320,1795.164795,-2674.021484,677.883667,-1413.870483,272.267426,1037.658447,2177.094482,672.131226,1172.626465,1545.538818,1654.005615,324.533020,748.993286,-574.398560,1543.415771,1486.322754,810.412109,118.392044,-2261.777100,-3132.700439,-736.028076,653.977844,-257.906342,1013.091614,-2541.745605,314.571960,345.197693,-400.725037,589.328430,185.339233,51.778442,-2537.872803,1384.509277,-275.785187,-3295.487793,-636.473877,1993.266846,1041.230347,-1177.933350,-2284.826660,2424.657715,-424.858398,-1245.682861,2673.824219,-2864.975586,-1888.515381,1166.276001,1913.144409,240.503006,-365.791290,917.190674,1572.133057,2.420624,2378.414307,973.674500,-1063.231201,-2015.377930,758.761841,1640.225586,-1678.768188,-2173.376953,899.806458,2075.319092,-885.874023,-2356.845459,-1830.936279,-1761.981323,3314.625000,-679.877808,827.796143,-530.513611,-1561.586182,1748.704956,1553.512207,-1867.307007,83.469421,3220.248047,2171.570312,2778.810059,1550.782104
119,-703.461914,1318.601074,1387.466309,-2457.428223,-2228.731689,-1435.869263,380.827820,-3031.519775,473.604675,2277.658936,-1257.442383,-831.935181,3773.710449,-2748.607910,1207.517456,1677.243286,-859.386292,-821.299072,1087.945557,-2558.859375,-208.772949,265.134094,876.046631,-3571.617676,-1885.211426,759.535461,-3331.572266,-511.784180,-3834.868652,-1018.167786,2341.580078,434.303223,584.295105,3248.887939,-3081.530762,18.751190,-2776.790771,861.556641,-2126.236328,1278.104370,297.187439,-3703.215332,-859.632446,2367.018555,758.292725,382.649292,1811.504028,1631.159546,1567.486206,-377.312836,229.788208,710.357483,3216.632812,-3549.110352,2508.955322,2128.998535,1586.911621,-4100.714844,-315.928650,-1163.937012,-3349.357910,-1654.344238,-1018.509399,267.965515,-551.697144,-660.281311,2345.572998,2624.305420,2540.091797,1010.293945,2967.910889,-1052.688721,110.660522,2341.848145,1686.756592,-260.259705,-1878.347290,-54.611450,325.176147,-3969.452637,553.659302,1715.392700,-1327.148926,-1893.753296,1775.159180,-1582.566406,-1717.641357,-1575.643799,2176.999023,-1601.430908,-218.589539,3121.763184,1409.152344,870.609375,460.020142,-937.269653
120,6286.640625,-565.377563,6481.833008,-4343.615234,-2688.001221,4165.227539,1395.065308,-212.842651,836.478394,-1298.313843,6063.573730,309.830200,488.152832,-4002.310059,-2804.201416,-1918.541748,-1871.910522,-1450.617188,-5273.637695,5624.300293,2115.149902,-2981.334229,274.552734,-3117.933350,2254.785645,-154.527588,2652.139404,-717.198242,3169.467773,-5156.244141,-4288.117188,4655.939941,2905.238770,5993.921875,1806.301025,-2768.504883,5004.097168,2189.786133,7.607422,-6720.114258,4771.566895,-2015.468994,1530.704834,1222.685791,-794.252502,1882.074585,2556.325684,-5527.893555,3827.530518,723.299866,-2625.439941,4302.404297,4832.671387,-3579.514648,-1873.306519,-7626.577637,859.744019,-2711.992920,-3606.329346,1585.135254,-3288.254639,-7569.828613,2824.480469,2856.068848,3380.712891,-2110.897217,-5034.682617,114.768311,5922.118652,-979.392090,5929.634766,5052.538574,-4226.694824,-492.137085,3140.695068,-10400.560547,5655.631836,-2695.518066,-4570.185547,-7118.409180,4162.825195,-1706.744995,-7392.526855,387.768066,8920.941406,6524.752441,374.539978,-1245.731201,988.585327,1281.842773,2052.254395,1582.890869,1906.449585,4262.580566,9076.514648,2440.639160
121,-797.980957,-18.310303,2196.537598,-4031.995117,-3009.711914,-1604.097046,-430.774353,-2676.212646,757.352295,1299.370605,114.078125,-762.492188,3332.879150,-2872.709961,1740.443115,1219.365234,-526.130859,-1826.740723,1056.960205,-3491.785645,-107.641296,910.221802,2017.539673,-965.553040,-2108.252930,2112.139893,-2625.140137,-117.135376,-3025.501709,-250.085403,2166.599854,634.726562,758.917053,3201.333252,-2390.619141,10.974503,-2467.150391,823.355957,-718.010132,2573.916748,758.231567,-3055.354492,-1578.297241,1661.442627,-478.880554,430.174805,1839.589355,-493.400513,1322.368774,433.417358,-362.152222,-50.677612,3483.301025,-2970.970215,1817.498413,404.477722,3199.715576,-2486.695312,-2382.470703,145.016937,-3344.796387,-2142.875732,-1180.982910,710.106445,-2148.852783,-1858.240479,1124.382690,2213.092041,1290.479736,2244.564941,3085.484863,-3101.756348,-2083.973145,2229.136230,-538.334778,-1319.434326,-2932.457764,3.733643,-141.295898,-5218.526367,478.744202,152.840515,-516.068604,486.343262,2115.073242,-1518.685059,69.583252,-2390.481934,3271.492432,-1424.778931,-294.827209,3350.319336,2095.369629,-368.398071,1733.346558,-784.157837
122,7269.493652,-554.982422,6441.272461,968.642822,-2359.168213,1700.187988,1709.104248,-905.067078,207.937012,-1395.853882,4337.438477,-564.649658,-237.443115,214.165955,-3777.203613,-381.788818,-6192.948242,-2021.199463,-3903.921631,2600.668457,-1390.752563,-2216.809570,-851.599121,-1108.466797,-97.767212,2276.432129,-644.235474,-2646.766113,3461.246094,-2266.140869,-4764.693359,3259.347656,1785.029297,3501.334229,1152.944580,-4287.781250,4767.523438,1966.476807,1736.534180,-6624.069336,6956.833008,-118.217651,3333.018799,-1930.100098,-2818.784180,1997.339355,-1345.062988,-2616.819336,4911.333496,2043.477539,-1826.049683,3817.557129,4493.646973,-4230.218750,-1223.912109,-3785.239746,-1161.339355,-2107.874023,-390.331787,310.057434,-412.775146,-7577.018555,4375.226074,4020.005859,656.218994,289.481201,-3987.727051,-2867.883789,3971.644531,-1130.556030,3989.425293,6310.524414,-4383.447266,-4500.634766,3376.169189,-5480.081055,6335.262207,-2594.785645,-1128.174805,-3451.562012,1486.272949,-2340.974365,-5723.917969,-4822.074707,9213.967773,7055.254883,-556.759033,-3699.805176,4068.258789,3269.409424,2150.217529,-1775.802979,69.091675,4234.962891,8191.371582,3784.822266
123,7448.418457,-884.122803,6124.473633,-882.325562,-4605.054199,3641.131592,950.442993,-1673.040283,348.500122,-2981.427246,1831.285034,-933.586914,-1568.706177,-3101.227051,-1955.319336,-2458.999756,-733.980713,-3167.855957,-478.985657,2891.983398,-20.674927,353.112793,-203.921631,-1771.913574,-4796.161133,493.755493,2137.429199,-4480.420898,4542.395508,-5079.719727,-3395.383057,4214.719238,1821.878296,4213.115234,3682.160156,-8322.954102,5006.414062,3330.720703,187.608887,-6105.395508,7912.835938,-2247.392578,4861.835938,-442.386230,1808.037231,2320.247559,1674.427490,-2949.602295,2626.351562,1674.295898,-5589.261230,5653.550781,3092.307617,-8372.603516,-1471.274658,-5484.467773,286.154388,-3109.703369,-2360.757324,853.898438,-1089.553711,-9020.406250,6156.021484,2092.037354,-2012.039062,-3344.460449,-3879.583008,-265.238037,5639.871094,-2520.490234,4691.154297,3341.604492,-6976.873535,-5262.759766,4431.958496,-6850.346680,4637.203613,-4572.032227,-6805.222656,-9181.574219,1956.546265,405.204956,-1066.739258,-4965.623047,5256.292480,8739.111328,-640.621826,-6884.159180,2662.502930,1675.969849,1383.700684,-537.070068,167.996460,4668.545898,6086.176270,7521.366699
124,3380.495117,-4713.644531,-3281.089355,-2831.046875,-1500.650391,773.046387,-5083.381348,-341.193054,-601.941223,5374.238281,5548.555176,-4596.046875,633.941406,-1597.807617,952.735229,1485.583252,3401.625977,-2607.678223,-226.223389,-1780.434692,-399.198151,990.690796,-1100.171631,1652.054810,1525.089844,603.967224,4985.490723,287.238525,2166.306396,260.293121,-2500.609863,-226.031158,202.617615,-642.766602,-2389.909668,-1852.285156,297.763397,1199.700439,1567.769409,-984.006470,-638.358154,915.507935,-1458.708618,-1473.920898,2956.109131,1521.454224,-1151.622070,-1477.244629,1964.057861,-1262.202148,-1164.519653,-1836.218628,2555.653564,229.903137,-3661.563477,511.088867,4085.652832,1264.842041,-910.540100,5202.447754,-1163.792236,-5224.982422,758.690369,611.942261,1087.682983,2371.551758,-1081.317627,4087.681396,-66.335739,1895.072144,2772.699707,-2359.841797,-2756.189697,1449.765747,278.398132,-1594.890015,-3740.136230,1552.002441,2016.301758,-2606.791992,-771.596741,-2488.538818,-2371.157959,3155.461182,-1067.412720,385.679688,606.084778,-367.378601,2379.201172,1259.316772,-1224.569824,534.288147,5524.995117,2349.829102,5115.947754,1023.380127
